Orthogroup	Ofaveolata_out_PRO	Ssiderea_out_PRO
OG0001068	Ofaveolata035843, Ofaveolata035429, Ofaveolata036125	Ssiderea000261, Ssiderea60339
OG0001069	Ofaveolata016782	Ssiderea040672, Ssiderea040663, Ssiderea040668, Ssiderea040664
OG0001070	Ofaveolata034736, Ofaveolata036436, Ofaveolata035703, Ofaveolata035769	Ssiderea60051
OG0001071	Ofaveolata028481, Ofaveolata028479, Ofaveolata028480	Ssiderea042665, Ssiderea042667
OG0001072	Ofaveolata007168, Ofaveolata007166, Ofaveolata007167, Ofaveolata007165	Ssiderea009971
OG0001073	Ofaveolata020866, Ofaveolata020840, Ofaveolata020843, Ofaveolata020857	Ssiderea020505
OG0001074	Ofaveolata023503, Ofaveolata023542	Ssiderea015651, Ssiderea005229, Ssiderea005230
OG0001075	Ofaveolata030991, Ofaveolata035311, Ofaveolata030988	Ssiderea006572, Ssiderea006569
OG0001076	Ofaveolata030021	Ssiderea012749
OG0001076	Ofaveolata012519, Ofaveolata012644	Ssiderea000711
OG0001079	Ofaveolata025222	Ssiderea021618
OG0001079	Ofaveolata025225, Ofaveolata006472	Ssiderea058777
OG0001080	Ofaveolata004009	Ssiderea037190, Ssiderea031375, Ssiderea031377, Ssiderea037193
OG0001081	Ofaveolata035751, Ofaveolata036559, Ofaveolata035255, Ofaveolata036293	Ssiderea59520
OG0001082	Ofaveolata031398, Ofaveolata031357, Ofaveolata031385, Ofaveolata031433	Ssiderea006696
OG0001083	Ofaveolata029664, Ofaveolata029663, Ofaveolata028375, Ofaveolata016423	Ssiderea023659
OG0001084	Ofaveolata005783, Ofaveolata005780, Ofaveolata005782, Ofaveolata005781	Ssiderea045610
OG0001085	Ofaveolata027609	Ssiderea042330
OG0001085	Ofaveolata027016	Ssiderea045513, Ssiderea045511
OG0001086	Ofaveolata019839	Ssiderea012263, Ssiderea012260, Ssiderea012249, Ssiderea012246
OG0001087	Ofaveolata025410, Ofaveolata016458, Ofaveolata006596	Ssiderea028242, Ssiderea028148
OG0001088	Ofaveolata024898	Ssiderea032832, Ssiderea032824, Ssiderea032825, Ssiderea032826
OG0001089	Ofaveolata029438	Ssiderea032887, Ssiderea032884, Ssiderea032885, Ssiderea032886
OG0001090	Ofaveolata018215	Ssiderea002091
OG0001090	Ofaveolata032890, Ofaveolata001464	Ssiderea018848
OG0001091	Ofaveolata011668, Ofaveolata011658, Ofaveolata011659, Ofaveolata011669	Ssiderea019702
OG0001092	Ofaveolata024740	Ssiderea016904, Ssiderea044285, Ssiderea002973, Ssiderea049029
OG0001094	Ofaveolata035497	Ssiderea60931
OG0001094	Ofaveolata035498	Ssiderea60934, Ssiderea60932
OG0001095	Ofaveolata007459	Ssiderea009716, Ssiderea048252, Ssiderea048251, Ssiderea048253
OG0001096	Ofaveolata032810, Ofaveolata032812, Ofaveolata032811	Ssiderea026273, Ssiderea026270
OG0001097	Ofaveolata005969	Ssiderea047838, Ssiderea047844, Ssiderea047859, Ssiderea047858
OG0001098	Ofaveolata017500	Ssiderea046727, Ssiderea046721, Ssiderea046723, Ssiderea046728
OG0001099	Ofaveolata003912, Ofaveolata003916, Ofaveolata003908, Ofaveolata003920	Ssiderea030311
OG0001100	Ofaveolata027275, Ofaveolata027103, Ofaveolata035962, Ofaveolata035244	Ssiderea048102
OG0001101	Ofaveolata023595	Ssiderea60329, Ssiderea62549, Ssiderea62799, Ssiderea043646
OG0001102	Ofaveolata035834	Ssiderea007891
OG0001102	Ofaveolata002933, Ofaveolata022111	Ssiderea007826
OG0001103	Ofaveolata030358	Ssiderea034268, Ssiderea034084
OG0001103	Ofaveolata030357	Ssiderea034275
OG0001104	Ofaveolata029109	Ssiderea034454, Ssiderea032794, Ssiderea034477, Ssiderea034482
OG0001105	Ofaveolata031321	Ssiderea006637, Ssiderea006644, Ssiderea006642, Ssiderea006641
OG0001106	Ofaveolata008238, Ofaveolata008239	Ssiderea050681, Ssiderea050682, Ssiderea050683
OG0001107	Ofaveolata028357, Ofaveolata028364, Ofaveolata028371	Ssiderea042562, Ssiderea042543
OG0001109	Ofaveolata008035, Ofaveolata008036	Ssiderea009553, Ssiderea009562, Ssiderea009551
OG0001110	Ofaveolata036045	Ssiderea045139, Ssiderea045157, Ssiderea040151, Ssiderea60684
OG0001111	Ofaveolata011340, Ofaveolata011334	Ssiderea003443, Ssiderea043915, Ssiderea019305
OG0001112	Ofaveolata031753	Ssiderea006959
OG0001112	Ofaveolata031759, Ofaveolata031758	Ssiderea007481
OG0001113	Ofaveolata019180, Ofaveolata036456, Ofaveolata019178, Ofaveolata018918	Ssiderea019115
OG0001114	Ofaveolata002447, Ofaveolata002446	Ssiderea046799, Ssiderea046743, Ssiderea038722
OG0001115	Ofaveolata018624	Ssiderea040896, Ssiderea040898, Ssiderea052102, Ssiderea040904
OG0001116	Ofaveolata018977, Ofaveolata018979	Ssiderea010022, Ssiderea001927, Ssiderea001926
OG0001117	Ofaveolata033671	Ssiderea053660, Ssiderea053653, Ssiderea053665, Ssiderea053675
OG0001118	Ofaveolata033837	Ssiderea61240
OG0001118	Ofaveolata034023, Ofaveolata034024	Ssiderea031937
OG0001119	Ofaveolata016828	Ssiderea028753, Ssiderea028750, Ssiderea008529, Ssiderea028748
OG0001120	Ofaveolata009558, Ofaveolata009573, Ofaveolata009538, Ofaveolata009505	Ssiderea055159
OG0001121	Ofaveolata029996	Ssiderea050917, Ssiderea032069, Ssiderea027866, Ssiderea62528
OG0001122	Ofaveolata003126	Ssiderea024599, Ssiderea024598, Ssiderea024600, Ssiderea024602
OG0001123	Ofaveolata014382, Ofaveolata014383, Ofaveolata014384, Ofaveolata014627	Ssiderea004141
OG0001125	Ofaveolata023504, Ofaveolata023541	Ssiderea62105
OG0001125	Ofaveolata032677	Ssiderea052090
OG0001126	Ofaveolata025003, Ofaveolata025005, Ofaveolata025004	Ssiderea021297, Ssiderea021292
OG0001127	Ofaveolata030347	Ssiderea037646, Ssiderea050833, Ssiderea037647, Ssiderea050832
OG0001128	Ofaveolata007445	Ssiderea044582, Ssiderea044577, Ssiderea044578, Ssiderea044572
OG0001131	Ofaveolata035004, Ofaveolata035001, Ofaveolata035002, Ofaveolata035005	Ssiderea021492
OG0001132	Ofaveolata023393	Ssiderea005120, Ssiderea021430, Ssiderea005123, Ssiderea005111
OG0001133	Ofaveolata006085, Ofaveolata006086, Ofaveolata006088, Ofaveolata006089	Ssiderea047966
OG0001134	Ofaveolata030168	Ssiderea038036, Ssiderea027291, Ssiderea038023, Ssiderea027274
OG0001135	Ofaveolata029868	Ssiderea024098
OG0001135	Ofaveolata029867, Ofaveolata016796	Ssiderea039160
OG0001136	Ofaveolata025394, Ofaveolata025389, Ofaveolata025390, Ofaveolata025391	Ssiderea039760
OG0001138	Ofaveolata000477, Ofaveolata000480, Ofaveolata000485, Ofaveolata000483	Ssiderea029252
OG0001139	Ofaveolata006385, Ofaveolata006387, Ofaveolata006386	Ssiderea60593, Ssiderea60594
OG0001140	Ofaveolata001275, Ofaveolata001270, Ofaveolata001274	Ssiderea049761, Ssiderea049763
OG0001141	Ofaveolata000996, Ofaveolata000998	Ssiderea022433, Ssiderea022442, Ssiderea022438
OG0001142	Ofaveolata008831	Ssiderea008033, Ssiderea008066, Ssiderea008059, Ssiderea007942
OG0001143	Ofaveolata000060, Ofaveolata000061	Ssiderea029443, Ssiderea029442, Ssiderea029444
OG0001144	Ofaveolata001927, Ofaveolata028005	Ssiderea035485, Ssiderea035486, Ssiderea035494
OG0001145	Ofaveolata023136	Ssiderea022944, Ssiderea022942, Ssiderea022943, Ssiderea022945
OG0001146	Ofaveolata029699	Ssiderea023748, Ssiderea023747, Ssiderea023736, Ssiderea023733
OG0001147	Ofaveolata018364, Ofaveolata018362, Ofaveolata018365, Ofaveolata018366	Ssiderea018805
OG0001149	Ofaveolata034364, Ofaveolata034363	Ssiderea052834, Ssiderea056589, Ssiderea052836
OG0001151	Ofaveolata007549, Ofaveolata017703	Ssiderea023669, Ssiderea62351, Ssiderea61796
OG0001152	Ofaveolata018710, Ofaveolata036426, Ofaveolata036425	Ssiderea002355, Ssiderea002366
OG0001153	Ofaveolata032533, Ofaveolata032510, Ofaveolata032512	Ssiderea034874, Ssiderea034781
OG0001154	Ofaveolata027607, Ofaveolata027608, Ofaveolata005365, Ofaveolata036536	Ssiderea056894
OG0001155	Ofaveolata027870	Ssiderea037873, Ssiderea037872, Ssiderea037871, Ssiderea007881
OG0001156	Ofaveolata023236, Ofaveolata011441, Ofaveolata000013	Ssiderea019353, Ssiderea034915
OG0001157	Ofaveolata009806	Ssiderea018024, Ssiderea018028, Ssiderea018027, Ssiderea018026
OG0001158	Ofaveolata027425, Ofaveolata027424	Ssiderea042140, Ssiderea042142, Ssiderea042162
OG0001159	Ofaveolata035119, Ofaveolata036372, Ofaveolata036370	Ssiderea60372, Ssiderea60338
OG0001160	Ofaveolata001476, Ofaveolata023660, Ofaveolata001475	Ssiderea043690, Ssiderea043691
OG0001161	Ofaveolata031699	Ssiderea007186, Ssiderea007181, Ssiderea007187, Ssiderea007182
OG0001162	Ofaveolata003184, Ofaveolata003186, Ofaveolata003185	Ssiderea030190, Ssiderea030191
OG0001163	Ofaveolata030643	Ssiderea034300, Ssiderea034290, Ssiderea034298, Ssiderea014359
OG0001164	Ofaveolata009185, Ofaveolata011451, Ofaveolata009211	Ssiderea015889, Ssiderea015887
OG0001165	Ofaveolata006383, Ofaveolata006378, Ofaveolata006391	Ssiderea032468, Ssiderea032471
OG0001166	Ofaveolata002730, Ofaveolata002720	Ssiderea013190, Ssiderea013201, Ssiderea013199
OG0001167	Ofaveolata019059	Ssiderea018888, Ssiderea018899, Ssiderea59917, Ssiderea018895
OG0001168	Ofaveolata016465, Ofaveolata028225, Ofaveolata028223	Ssiderea005028, Ssiderea004381
OG0001169	Ofaveolata024370	Ssiderea006140
OG0001169	Ofaveolata023171, Ofaveolata024371	Ssiderea006136
OG0001170	Ofaveolata031182, Ofaveolata031179, Ofaveolata031181	Ssiderea026681, Ssiderea026694
OG0001171	Ofaveolata010359	Ssiderea055741, Ssiderea055712, Ssiderea055748, Ssiderea055698
OG0001172	Ofaveolata004357, Ofaveolata004356	Ssiderea010582, Ssiderea010584, Ssiderea010583
OG0001173	Ofaveolata030656, Ofaveolata030659, Ofaveolata005230, Ofaveolata004420	Ssiderea013904
OG0001174	Ofaveolata032998, Ofaveolata032956	Ssiderea002111, Ssiderea032347, Ssiderea038390
OG0001175	Ofaveolata030628, Ofaveolata030626	Ssiderea054387, Ssiderea054378, Ssiderea054382
OG0001176	Ofaveolata022973	Ssiderea014898, Ssiderea014877, Ssiderea014887, Ssiderea014860
OG0001177	Ofaveolata022052	Ssiderea023333
OG0001177	Ofaveolata022041	Ssiderea023335, Ssiderea023334
OG0001178	Ofaveolata026045, Ofaveolata014707, Ofaveolata021086	Ssiderea011914, Ssiderea011913
OG0001179	Ofaveolata033257	Ssiderea055299
OG0001179	Ofaveolata005949, Ofaveolata005947	Ssiderea047880
OG0001180	Ofaveolata032849	Ssiderea053909, Ssiderea053908, Ssiderea053907, Ssiderea053905
OG0001181	Ofaveolata005923, Ofaveolata005922, Ofaveolata005831, Ofaveolata005830	Ssiderea052993
OG0001182	Ofaveolata007702	Ssiderea009685, Ssiderea009679, Ssiderea009673, Ssiderea009672
OG0001183	Ofaveolata018356, Ofaveolata018358, Ofaveolata018360, Ofaveolata018355	Ssiderea018679
OG0001184	Ofaveolata003498, Ofaveolata003500, Ofaveolata003499	Ssiderea046234, Ssiderea046232
OG0001185	Ofaveolata022218, Ofaveolata022219	Ssiderea019122, Ssiderea011453, Ssiderea046198
OG0001186	Ofaveolata027146, Ofaveolata027145, Ofaveolata035087, Ofaveolata027116	Ssiderea025762
OG0001187	Ofaveolata016306	Ssiderea053977, Ssiderea053943, Ssiderea053967, Ssiderea62823
OG0001188	Ofaveolata004278, Ofaveolata004277	Ssiderea029038, Ssiderea029032, Ssiderea029047
OG0001189	Ofaveolata035235, Ofaveolata035234	Ssiderea042721, Ssiderea042752, Ssiderea042717
OG0001190	Ofaveolata014663	Ssiderea004259, Ssiderea004262, Ssiderea004264, Ssiderea004266
OG0001191	Ofaveolata018192	Ssiderea012120, Ssiderea012121, Ssiderea012122, Ssiderea012118
OG0001192	Ofaveolata035965, Ofaveolata035871, Ofaveolata034703	Ssiderea61721, Ssiderea028564
OG0001193	Ofaveolata029866	Ssiderea024085, Ssiderea024096
OG0001193	Ofaveolata029863	Ssiderea024094
OG0001195	Ofaveolata024082, Ofaveolata024085	Ssiderea005469, Ssiderea005467, Ssiderea005461
OG0001196	Ofaveolata007686, Ofaveolata007685, Ofaveolata007687	Ssiderea044535, Ssiderea044534
OG0001197	Ofaveolata029488	Ssiderea032373, Ssiderea032372
OG0001197	Ofaveolata029565	Ssiderea054661
OG0001198	Ofaveolata005749	Ssiderea045467, Ssiderea047709, Ssiderea045468, Ssiderea047726
OG0001199	Ofaveolata004871	Ssiderea033982, Ssiderea056823, Ssiderea033974, Ssiderea024302
OG0001200	Ofaveolata002986, Ofaveolata002851	Ssiderea013455, Ssiderea013469, Ssiderea013478
OG0001201	Ofaveolata004549	Ssiderea010788, Ssiderea010792, Ssiderea046818, Ssiderea030081
OG0001202	Ofaveolata019732	Ssiderea018518, Ssiderea011977, Ssiderea011978, Ssiderea011976
OG0001203	Ofaveolata015296	Ssiderea057463, Ssiderea057461, Ssiderea057462, Ssiderea057460
OG0001204	Ofaveolata019056	Ssiderea018927, Ssiderea018873, Ssiderea018935, Ssiderea018872
OG0001205	Ofaveolata027507	Ssiderea035377, Ssiderea016784
OG0001205	Ofaveolata028159	Ssiderea042405
OG0001206	Ofaveolata024915, Ofaveolata024912, Ofaveolata024913	Ssiderea021129, Ssiderea021131
OG0001207	Ofaveolata018326	Ssiderea018651, Ssiderea018653, Ssiderea018654, Ssiderea018657
OG0001208	Ofaveolata029273	Ssiderea033237, Ssiderea033236, Ssiderea033235, Ssiderea033234
OG0001209	Ofaveolata006635, Ofaveolata006641, Ofaveolata006636	Ssiderea010038, Ssiderea010040
OG0001210	Ofaveolata030281	Ssiderea027538, Ssiderea003071, Ssiderea006242, Ssiderea009268
OG0001211	Ofaveolata016834, Ofaveolata018066, Ofaveolata012807	Ssiderea029819, Ssiderea005267
OG0001212	Ofaveolata027176	Ssiderea003300
OG0001212	Ofaveolata027171, Ofaveolata027174	Ssiderea035374
OG0001213	Ofaveolata032868	Ssiderea59348, Ssiderea055200, Ssiderea055187, Ssiderea055175
OG0001214	Ofaveolata032054	Ssiderea60835, Ssiderea042145, Ssiderea039243, Ssiderea61799
OG0001215	Ofaveolata007865	Ssiderea009089, Ssiderea62250, Ssiderea009086, Ssiderea009162
OG0001216	Ofaveolata008816	Ssiderea007914, Ssiderea008040, Ssiderea008114, Ssiderea008049
OG0001217	Ofaveolata028759	Ssiderea014558
OG0001217	Ofaveolata028760, Ofaveolata009445	Ssiderea044444
OG0001218	Ofaveolata002896	Ssiderea024541, Ssiderea024540, Ssiderea024539, Ssiderea024537
OG0001219	Ofaveolata029603, Ofaveolata006586	Ssiderea028241, Ssiderea028235, Ssiderea028136
OG0001220	Ofaveolata035733, Ofaveolata035284	Ssiderea61332, Ssiderea60649, Ssiderea60652
OG0001221	Ofaveolata019185	Ssiderea019130, Ssiderea019119, Ssiderea019129, Ssiderea019135
OG0001222	Ofaveolata036316	Ssiderea62020, Ssiderea59177, Ssiderea59302, Ssiderea60119
OG0001223	Ofaveolata025145	Ssiderea021526, Ssiderea021522, Ssiderea021537, Ssiderea021541
OG0001224	Ofaveolata016581, Ofaveolata016550, Ofaveolata016549	Ssiderea056165, Ssiderea056164
OG0001225	Ofaveolata008358	Ssiderea008819, Ssiderea008820, Ssiderea008822, Ssiderea008799
OG0001226	Ofaveolata010780	Ssiderea59986, Ssiderea59987, Ssiderea62781, Ssiderea59580
OG0001227	Ofaveolata013739	Ssiderea049199, Ssiderea049198, Ssiderea049196, Ssiderea044276
OG0001228	Ofaveolata028770	Ssiderea027804
OG0001228	Ofaveolata005067	Ssiderea010379, Ssiderea010391
OG0001229	Ofaveolata010228	Ssiderea045312, Ssiderea045310, Ssiderea045307, Ssiderea045313
OG0001230	Ofaveolata036531	Ssiderea050299, Ssiderea037726, Ssiderea017383, Ssiderea013660
OG0001231	Ofaveolata002469	Ssiderea025013, Ssiderea025006, Ssiderea024996, Ssiderea025007
OG0001232	Ofaveolata024994	Ssiderea021279, Ssiderea021244, Ssiderea021253, Ssiderea021263
OG0001233	Ofaveolata011516	Ssiderea017604, Ssiderea017602, Ssiderea045074, Ssiderea045073
OG0001234	Ofaveolata030740, Ofaveolata030738	Ssiderea013842, Ssiderea013847, Ssiderea013848
OG0001235	Ofaveolata003020	Ssiderea025042, Ssiderea025039, Ssiderea013164, Ssiderea025046
OG0001236	Ofaveolata009079	Ssiderea015518, Ssiderea015520, Ssiderea015523, Ssiderea015524
OG0001237	Ofaveolata022972	Ssiderea014888, Ssiderea014876, Ssiderea014900, Ssiderea014899
OG0001238	Ofaveolata014766	Ssiderea004723, Ssiderea004746, Ssiderea004748, Ssiderea004724
OG0001239	Ofaveolata008041, Ofaveolata003965	Ssiderea009559, Ssiderea009568, Ssiderea009570
OG0001240	Ofaveolata026358	Ssiderea038767, Ssiderea038753, Ssiderea038757, Ssiderea038755
OG0001241	Ofaveolata036046	Ssiderea035435, Ssiderea59577
OG0001241	Ofaveolata035130	Ssiderea011488
OG0001242	Ofaveolata007833	Ssiderea009215, Ssiderea009209, Ssiderea009205, Ssiderea009211
OG0001243	Ofaveolata026637	Ssiderea017664, Ssiderea017649, Ssiderea017645, Ssiderea017657
OG0001244	Ofaveolata035865	Ssiderea007819, Ssiderea007829, Ssiderea007854, Ssiderea007853
OG0001245	Ofaveolata013966, Ofaveolata013964, Ofaveolata014047	Ssiderea043968, Ssiderea043971
OG0001246	Ofaveolata034848	Ssiderea013209, Ssiderea013220, Ssiderea013211, Ssiderea013210
OG0001247	Ofaveolata033067	Ssiderea026127, Ssiderea026129, Ssiderea026125, Ssiderea026128
OG0001248	Ofaveolata021436, Ofaveolata021437	Ssiderea020034, Ssiderea041608, Ssiderea020035
OG0001249	Ofaveolata026292	Ssiderea022046
OG0001249	Ofaveolata000390	Ssiderea055324, Ssiderea055331
OG0001250	Ofaveolata030083	Ssiderea054273, Ssiderea054275, Ssiderea054271, Ssiderea054274
OG0001251	Ofaveolata010363	Ssiderea047696, Ssiderea047698, Ssiderea047710, Ssiderea047711
OG0001252	Ofaveolata019168	Ssiderea019091, Ssiderea019095, Ssiderea019089, Ssiderea019088
OG0001253	Ofaveolata007623	Ssiderea015670, Ssiderea015681, Ssiderea015665, Ssiderea032368
OG0001254	Ofaveolata004900	Ssiderea011237, Ssiderea037473, Ssiderea62569, Ssiderea011238
OG0001255	Ofaveolata035997	Ssiderea030521, Ssiderea017603, Ssiderea040173, Ssiderea59974
OG0001256	Ofaveolata025311	Ssiderea041955, Ssiderea041953, Ssiderea041958, Ssiderea041960
OG0001355	Ofaveolata029918, Ofaveolata029920, Ofaveolata029325	Ssiderea024178
OG0001357	Ofaveolata034842, Ofaveolata002534, Ofaveolata002533	Ssiderea013116
OG0001358	Ofaveolata016694	Ssiderea040456, Ssiderea040470, Ssiderea040468
OG0001360	Ofaveolata004836	Ssiderea037532
OG0001360	Ofaveolata004837	Ssiderea011178
OG0001361	Ofaveolata021931, Ofaveolata021927, Ofaveolata021929	Ssiderea023544
OG0001362	Ofaveolata020907, Ofaveolata020909, Ofaveolata020906	Ssiderea020619
OG0001363	Ofaveolata008564, Ofaveolata007869, Ofaveolata007871	Ssiderea009078
OG0001364	Ofaveolata017549, Ofaveolata017606, Ofaveolata017544	Ssiderea048577
OG0001365	Ofaveolata016832	Ssiderea053275, Ssiderea005265, Ssiderea006408
OG0001367	Ofaveolata031658, Ofaveolata033571, Ofaveolata033573	Ssiderea053699
OG0001368	Ofaveolata000670	Ssiderea054913, Ssiderea054107, Ssiderea033226
OG0001369	Ofaveolata015124, Ofaveolata015128, Ofaveolata015133	Ssiderea051194
OG0001372	Ofaveolata014693, Ofaveolata014692	Ssiderea004543, Ssiderea004547
OG0001373	Ofaveolata013251, Ofaveolata013249, Ofaveolata013257	Ssiderea000588
OG0001374	Ofaveolata028314, Ofaveolata028348	Ssiderea042566, Ssiderea042518
OG0001375	Ofaveolata016467, Ofaveolata001787, Ofaveolata016490	Ssiderea000849
OG0001376	Ofaveolata029594, Ofaveolata035256	Ssiderea054626, Ssiderea054627
OG0001377	Ofaveolata025892	Ssiderea039002, Ssiderea039001, Ssiderea039000
OG0001378	Ofaveolata002950, Ofaveolata002949	Ssiderea013026, Ssiderea013027
OG0001379	Ofaveolata005620, Ofaveolata004657, Ofaveolata004655	Ssiderea053184
OG0001380	Ofaveolata006492, Ofaveolata034209, Ofaveolata034091	Ssiderea025610
OG0001383	Ofaveolata015443, Ofaveolata015447, Ofaveolata015437	Ssiderea033944
OG0001385	Ofaveolata013853, Ofaveolata013854	Ssiderea044203, Ssiderea044202
OG0001387	Ofaveolata029043, Ofaveolata029048	Ssiderea024228, Ssiderea024160
OG0001388	Ofaveolata032981, Ofaveolata032984, Ofaveolata032986	Ssiderea057392
OG0001389	Ofaveolata013864, Ofaveolata006611, Ofaveolata013619	Ssiderea000137
OG0001391	Ofaveolata032483, Ofaveolata032485	Ssiderea034896, Ssiderea034897
OG0001392	Ofaveolata026932	Ssiderea017999, Ssiderea018004, Ssiderea017994
OG0001393	Ofaveolata005629, Ofaveolata005628	Ssiderea016009, Ssiderea015993
OG0001394	Ofaveolata035051, Ofaveolata026443	Ssiderea008564, Ssiderea050702
OG0001395	Ofaveolata028131, Ofaveolata028775	Ssiderea042759, Ssiderea042758
OG0001397	Ofaveolata015740, Ofaveolata015733, Ofaveolata015737	Ssiderea033833
OG0001398	Ofaveolata034739	Ssiderea60400, Ssiderea60857, Ssiderea59412
OG0001399	Ofaveolata033333	Ssiderea013325
OG0001399	Ofaveolata029980	Ssiderea050951
OG0001400	Ofaveolata033708, Ofaveolata033717, Ofaveolata033709	Ssiderea053601
OG0001401	Ofaveolata019057	Ssiderea018932, Ssiderea018921, Ssiderea018875
OG0001402	Ofaveolata026838, Ofaveolata026842	Ssiderea017792, Ssiderea017784
OG0001403	Ofaveolata021319, Ofaveolata021316, Ofaveolata021320	Ssiderea047471
OG0001404	Ofaveolata018870, Ofaveolata018873, Ofaveolata018877	Ssiderea002997
OG0001406	Ofaveolata033283, Ofaveolata033296, Ofaveolata033289	Ssiderea055283
OG0001407	Ofaveolata023220, Ofaveolata023221	Ssiderea046023, Ssiderea046018
OG0001408	Ofaveolata035312, Ofaveolata010695, Ofaveolata008559	Ssiderea057172
OG0001410	Ofaveolata029316, Ofaveolata029319, Ofaveolata029317	Ssiderea033098
OG0001411	Ofaveolata030373, Ofaveolata030371, Ofaveolata030372	Ssiderea034241
OG0001412	Ofaveolata010236, Ofaveolata010235, Ofaveolata010234	Ssiderea019422
OG0001413	Ofaveolata010633	Ssiderea006419
OG0001413	Ofaveolata024264	Ssiderea006430
OG0001414	Ofaveolata030394, Ofaveolata021863, Ofaveolata009120	Ssiderea034178
OG0001415	Ofaveolata002149, Ofaveolata002152, Ofaveolata002148	Ssiderea012937
OG0001416	Ofaveolata005285, Ofaveolata005282, Ofaveolata018892	Ssiderea002957
OG0001419	Ofaveolata013374	Ssiderea001202, Ssiderea001180, Ssiderea001197
OG0001421	Ofaveolata026877	Ssiderea026849, Ssiderea017848, Ssiderea017849
OG0001423	Ofaveolata015575, Ofaveolata016545, Ofaveolata015574	Ssiderea038121
OG0001424	Ofaveolata027336, Ofaveolata014849, Ofaveolata034494	Ssiderea042193
OG0001425	Ofaveolata012641, Ofaveolata012640, Ofaveolata012643	Ssiderea000699
OG0001427	Ofaveolata031686, Ofaveolata031688, Ofaveolata031684	Ssiderea006812
OG0001428	Ofaveolata032443, Ofaveolata008300, Ofaveolata023274	Ssiderea035608
